,BrandName,Details,Sizes,MRP,SellPrice,Discount,Category
17157,Ziyaa,Floral round neck rayon womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2713",1085,60% off,Indianwear-Women
17159,Janasya,Embroidered velvet round neck womens kurta palazzo set - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large,XXX-Large","Rs
4998",2249,55% off,Indianwear-Women
17161,Fusion beats,Key hole neck regular fit womens kurta - grey,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1799",899,50% off,Indianwear-Women
17162,W,Printed regular fit viscose womens festive wear pants - blue,"Size:6,8,10,12,14,16,18","Rs
1899",1424,25% off,Indianwear-Women
17163,Ziyaa,Geometric round neck rayon womens ethnic set - green,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
2663",1065,60% off,Indianwear-Women
17164,Janasya,Solid cotton lycra casual wear womens stitched blouse - natural,Nan,"Rs
969",484,50% off,Indianwear-Women
17165,De moza,Solid rayon regular fit womens palazzos - red,"Size:Large,Medium,Small","Rs
999",599,40% off,Indianwear-Women
17166,Varanga,Pastel pink floral printed heavy anarkali kurta with 3/4th printed sleeves - pink,"Size:Large,XX-Large","Rs
3999",1799,55% off,Indianwear-Women
17167,Global desi,Floral cotton round neck womens ankle length kurta - white,"Size:XL,Large,Medium,Small,X-Small,XX-Large","Rs
2999",1949,35% off,Indianwear-Women
17169,Yuris,Printed mandarin neck cotton womens kurta palazzo set - peach,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2499",1124,55% off,Indianwear-Women
17170,Kami kubi,Textured round neck cotton womens flared dress - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2499",874,65% off,Indianwear-Women
17172,Janasya,Womens blue cotton kurta with pant (set154) - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2949",1474,50% off,Indianwear-Women
17173,Global desi,Geometric regular fit viscose womens festive wear pants - mint,"Size:XL,Large,Medium,Small,X-Small","Rs
2999",2399,20% off,Indianwear-Women
17174,W,Solid relaxed fit viscose womens festive pants - blue,"Size:Large,Medium,Small","Rs
1899",1424,25% off,Indianwear-Women
17176,Global desi,Geometric round neck polyester women flared gown - mustard,"Size:XL,Large,Medium,Small,X-Small","Rs
2999",1949,35% off,Indianwear-Women
17177,Aurelia,Printed viscose mandarin neck womens knee length kurta - orange,"Size:Medium,Small,X-Large,X-Small,XX-Large","Rs
1599",799,50% off,Indianwear-Women
17178,Yuris,Printed round neck cotton womens kurta palazzo set - blue,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3499",1399,60% off,Indianwear-Women
17179,Yuris,Solid cotton v neck womens kurta set - wine,"Size:Large,Medium,Small,X-Large,XX-Large,XXX-Large","Rs
3999",1399,65% off,Indianwear-Women
17180,Global desi,Geometric viscose round neck womens straight kurta - pink mix,"Size:XL,Large,Medium,Small,XX-Large","Rs
2099",1469,30% off,Indianwear-Women
17181,Stop,Solid mandarin collar a line fit womens kurta - lavender,"Size:S,M,L,XL,X-Small","Rs
1299",649,50% off,Indianwear-Women
17184,Vastranand,Solid zari silk blend festive wear womens regular saree - pink,Nan,"Rs
2727",1772,35% off,Indianwear-Women
17185,Vastranand,Checks zari silk blend festive wear womens regular saree - purple,Nan,"Rs
4799",2159,55% off,Indianwear-Women
17186,Vastranand,Stripes zari silk festive wear womens regular saree - peach,Nan,"Rs
3500",1925,45% off,Indianwear-Women
17187,Varanga,Dyed cotton round neck womens ethnic set - fuchsia,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
5999",2099,65% off,Indianwear-Women
17188,Varkala silk sarees,Multi-colorblock katan silk traditional women kanjivaram saree - multi,Nan,"Rs
7500",1875,75% off,Indianwear-Women
17189,Vastranand,Solid zari cotton blend festive wear womens regular saree - cream,Nan,"Rs
5500",2475,55% off,Indianwear-Women
17191,Vastranand,Solid zari silk blend festive wear womens regular saree - yellow,Nan,"Rs
5500",2475,55% off,Indianwear-Women
17192,Vastranand,Solid zari polyester blend festive wear womens regular saree - red,Nan,"Rs
2200",1320,40% off,Indianwear-Women
17193,Varanga,Womens wine and zari embroidery straight kurta with roll up sleeves - magenta,"Size:Small,X-Large,XX-Large","Rs
2199",879,60% off,Indianwear-Women
17194,Vastranand,Geometric zari linen festive wear womens regular saree - blue,Nan,"Rs
5500",2475,55% off,Indianwear-Women
17195,Vastranand,Floral zari linen festive wear womens regular saree - lavender,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17196,Varanga,Key hole neck silk blend womens indian wear sets - rust,"Size:Large,Small,X-Large,XX-Large","Rs
3999",1799,55% off,Indianwear-Women
17197,Vastranand,Checks zari silk blend festive wear womens regular saree - blue,Nan,"Rs
4799",2159,55% off,Indianwear-Women
17198,Vastranand,Structured zari linen festive wear womens regular saree - pista green,Nan,"Rs
3675",2021,45% off,Indianwear-Women
17199,Vastranand,Solid zari silk blend festive wear womens regular saree - mustard,Nan,"Rs
4599",2069,55% off,Indianwear-Women
17200,Varanga,Gotta patti mandarin straight designer womens kurtas - navy,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1499,50% off,Indianwear-Women
17201,Varkala silk sarees,Half n half katan silk traditional women banarasi saree - turquoise,Nan,"Rs
7500",1875,75% off,Indianwear-Women
17202,Vastranand,Floral zari silk festive wear womens regular saree - lavender,Nan,"Rs
3700",2035,45% off,Indianwear-Women
17203,Vastranand,Structured zari silk blend festive wear womens regular saree - pink,Nan,"Rs
5500",2475,55% off,Indianwear-Women
17204,Vastranand,Paisley zari silk blend festive wear womens regular saree - red,Nan,"Rs
5700",2565,55% off,Indianwear-Women
17205,Vastranand,Solid zari cotton blend festive wear womens regular saree - pink,Nan,"Rs
4545",2272,50% off,Indianwear-Women
17206,Vastranand,Solid zari linen festive wear womens regular saree - navy,Nan,"Rs
3299",1649,50% off,Indianwear-Women
17208,Vastranand,Checks zari linen festive wear womens regular saree - white,Nan,"Rs
3475",1563,55% off,Indianwear-Women
17209,Vastranand,Dyed zari linen festive wear womens regular saree - green,Nan,"Rs
3475",1737,50% off,Indianwear-Women
17210,Vastranand,Geometric zari linen festive wear womens regular saree - green,Nan,"Rs
5500",2475,55% off,Indianwear-Women
17211,Vastranand,Floral zari silk festive wear womens regular saree - green,Nan,"Rs
3700",2035,45% off,Indianwear-Women
17212,Vastranand,Structured zari silk blend festive wear womens regular saree - pink,Nan,"Rs
5700",2280,60% off,Indianwear-Women
17213,Vastranand,Structured zari linen festive wear womens regular saree - white,Nan,"Rs
3675",2021,45% off,Indianwear-Women
17214,Vastranand,Geometric zari net festive wear womens regular saree - red,Nan,"Rs
1998",1398,30% off,Indianwear-Women
17215,Vastranand,Stripes zari linen festive wear womens regular saree - lavender,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17216,Vastranand,Solid zari silk blend festive wear womens regular saree - pink,Nan,"Rs
5500",2750,50% off,Indianwear-Women
17218,Vastranand,Solid zari polyester festive wear womens regular saree - brown,Nan,"Rs
5555",2777,50% off,Indianwear-Women
17219,Vastranand,Solid zari silk festive wear womens regular saree - sea green,Nan,"Rs
6500",3250,50% off,Indianwear-Women
17220,Vastranand,Polka dots zari silk blend festive wear womens regular saree - black,Nan,"Rs
5500",2475,55% off,Indianwear-Women
17221,Vastranand,Floral zari georgette festive wear womens regular saree - pink,Nan,"Rs
4599",2529,45% off,Indianwear-Women
17222,Vastranand,Structured zari silk blend festive wear womens regular saree - green,Nan,"Rs
5700",2565,55% off,Indianwear-Women
17223,Vastranand,Solid zari silk blend festive wear womens regular saree - grey,Nan,"Rs
4999",2999,40% off,Indianwear-Women
17224,Vastranand,Structured zari linen festive wear womens regular saree - brown,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17225,Vastranand,Floral zari silk festive wear womens regular saree - white,Nan,"Rs
3500",1925,45% off,Indianwear-Women
17226,Vastranand,Solid zari silk blend festive wear womens regular saree - black,Nan,"Rs
2727",1772,35% off,Indianwear-Women
17227,Vastranand,Printed zari silk blend festive wear womens regular saree - orange,Nan,"Rs
3999",1599,60% off,Indianwear-Women
17228,Vastranand,Floral zari cotton blend festive wear womens regular saree - blue,Nan,"Rs
4545",2272,50% off,Indianwear-Women
17229,Vastranand,Solid zari silk blend festive wear womens regular saree - multi,Nan,"Rs
4995",2247,55% off,Indianwear-Women
17230,Varanga,Round neck womens kurta - red,"Size:Large,Small","Rs
2199",989,55% off,Indianwear-Women
17232,Vastranand,Structured zari linen festive wear womens regular saree - grey,Nan,"Rs
3675",2021,45% off,Indianwear-Women
17233,Vastranand,Printed zari linen festive wear womens regular saree - cream,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17234,Juniper,Printed silk blend mandarin womens regular fit kurta - fuchsia,Size:X-Small,"Rs
2599",1039,60% off,Indianwear-Women
17235,Vastranand,Floral zari silk blend festive wear womens regular saree - navy,Nan,"Rs
3995",2397,40% off,Indianwear-Women
17236,Vastranand,Embellished zari georgette festive wear womens regular saree - navy,Nan,"Rs
3500",1925,45% off,Indianwear-Women
17237,Vastranand,Printed zari linen festive wear womens regular saree - pink,Nan,"Rs
3475",1737,50% off,Indianwear-Women
17238,Vastranand,Structured zari cotton blend festive wear womens regular saree - cream,Nan,"Rs
5700",2280,60% off,Indianwear-Women
17239,Vastranand,Structured zari silk blend festive wear womens regular saree - navy,Nan,"Rs
5500",2750,50% off,Indianwear-Women
17240,Vastranand,Structured zari silk blend festive wear womens regular saree - wine,Nan,"Rs
4799",2399,50% off,Indianwear-Women
17241,Vastranand,Geometric zari linen festive wear womens regular saree - blue,Nan,"Rs
3475",1911,45% off,Indianwear-Women
17242,Vastranand,Structured zari silk blend festive wear womens regular saree - purple,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17243,Vastranand,Structured zari linen festive wear womens regular saree - yellow,Nan,"Rs
5500",3025,45% off,Indianwear-Women
17244,Vastranand,Floral zari silk blend festive wear womens regular saree - black,Nan,"Rs
4599",2069,55% off,Indianwear-Women
17245,Varanga,Round neck womens kurta - mustard,"Size:Large,Small","Rs
1799",989,45% off,Indianwear-Women
17246,Vastranand,Floral zari silk festive wear womens regular saree - white,Nan,"Rs
3700",2035,45% off,Indianwear-Women
17247,Vastranand,Floral zari linen festive wear womens regular saree - cream,Nan,"Rs
3475",1911,45% off,Indianwear-Women
17248,Vastranand,Structured zari linen festive wear womens regular saree - black,Nan,"Rs
3675",1837,50% off,Indianwear-Women
17249,Vastranand,Solid zari linen festive wear womens regular saree - yellow,Nan,"Rs
4500",2025,55% off,Indianwear-Women
17250,Vastranand,Solid zari linen festive wear womens regular saree - magenta,Nan,"Rs
4500",2250,50% off,Indianwear-Women
17251,Vastranand,Stripes zari linen festive wear womens regular saree - grey,Nan,"Rs
5500",2200,60% off,Indianwear-Women
17252,Varanga,Key hole neck womens kurta - mauve,"Size:Medium,Small,X-Large","Rs
2999",1049,65% off,Indianwear-Women
17253,Vastranand,Polka dots zari silk blend festive wear womens regular saree - black,Nan,"Rs
3950",2172,45% off,Indianwear-Women
17254,Haute curry,Printed ankle length casual wear straight border dress - yellow,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1299",649,50% off,Indianwear-Women
17256,Aurelia,Dyed collared neck rayon blend womens flared dress - white,"Size:Medium,X-Small","Rs
1899",1329,30% off,Indianwear-Women
17257,Janasya,Floral round neck cotton flex womens flared ethnic dress - green,"Size:Small,X-Small","Rs
2298",1263,45% off,Indianwear-Women
17259,Aurelia,Printed mandarin neck viscose womens straight fit dress - blue,Size:X-Small,"Rs
1899",949,50% off,Indianwear-Women
17260,Indya,Embroidered georgette v-neck womens regular tunic - maroon,"Size:Small,X-Small","Rs
3500",1750,50% off,Indianwear-Women
17261,Juniper,Embroidered cotton slub mandarin womens high low kurta - grey,Size:Medium,"Rs
1299",909,30% off,Indianwear-Women
17262,Kami kubi,Printed silk blend round neck womens straight fit ethnic set - green,"Size:Large,Medium","Rs
4999",1999,60% off,Indianwear-Women
17263,W,V- neck chanderi designer womens ethnic set - light brown,"Size:8,18","Rs
8999",6749,25% off,Indianwear-Women
17264,Janasya,Floral crepe collar neck womens kurta palazzo set with dupatta - black,"Size:Small,X-Small","Rs
3299",1154,65% off,Indianwear-Women
